src,dest
PRKACG,GRIA2
PRKACG,GRIA4
PRKACG,GRIN1
PRKACG,GRIN2A
PRKACG,GRIN2B
PRKACG,GRIN2C
PRKACG,GRIN2D
PRKACG,GRIN3A
PRKACG,GRIN3B
PRKACG,GSK3B
PRKACG,GYS1
PRKACG,GYS2
PRKACG,ITPR1
PRKACG,ITPR2
PRKACG,ITPR3
PRKACG,KCNJ3
PRKACG,KCNJ5
PRKACG,KCNJ6
PRKACG,KCNJ9
PRKACG,LIPE
PRKACG,MAP2K1
PRKACG,MAP2K2
PRKACG,NFATC1
PRKACG,NFKB1
PRKACG,NFKBIA
PRKACG,ORAI1
PRKACG,PDE10A
PRKACG,PDE3A
PRKACG,PDE3B
PRKACG,PDE4A
PRKACG,PDE4B
PRKACG,PDE4C
PRKACG,PDE4D
PRKACG,PHKB
PRKACG,PHKG1
PRKACG,PHKG2
PRKACG,PKM
PRKACG,PLN
PRKACG,PPARA
PRKACG,PPP1R1B
PRKACG,PPP4C
PRKACG,PPP4R3A
PRKACG,PPP4R3B
PRKACG,PRKAA1
PRKACG,PRKAA2
PRKACG,PRKAB1
PRKACG,PRKAB2
PRKACG,PRKAG1
PRKACG,PRKAG2
PRKACG,PRKAG3
PRKACG,PSEN1
PRKACG,RAF1
PRKACG,RAP1A
PRKACG,RAP1B
PRKACG,RASGRF1
PRKACG,RASGRF2
PRKACG,RELA
PRKACG,RHOA
PRKACG,RYR2
PRKACG,SIK2
PRKACG,SLC9A1
PRKACG,SOX9
PRKACG,TNNI3
PRKAG1,ACACA
PRKAG1,ACACB
PRKAG1,AGRP
PRKAG1,AKT1S1
PRKAG1,CD36
PRKAG1,CFTR
PRKAG1,CRTC2
PRKAG1,EEF2K
PRKAG1,ELAVL1
PRKAG1,FOXO1
PRKAG1,FOXO3
PRKAG1,G6PC2
PRKAG1,G6PC3
PRKAG1,GYS1
PRKAG1,GYS2
PRKAG1,HMGCR
PRKAG1,KLF2
PRKAG1,LIPE
PRKAG1,MLYCD
PRKAG1,MTOR
PRKAG1,NPY
PRKAG1,PCK1
PRKAG1,PCK2
PRKAG1,PFKFB2
PRKAG1,PFKFB3
PRKAG1,PFKFB4
PRKAG1,PLIN1
PRKAG1,PPARGC1A
PRKAG1,RPTOR
PRKAG1,SLC2A1
PRKAG1,SLC2A4
PRKAG1,SPHK1
PRKAG1,SPHK2
PRKAG1,SREBF1
PRKAG1,TBC1D1
PRKAG1,TSC1
PRKAG1,TSC2
PRKAG2,ACACA
PRKAG2,ACACB
PRKAG2,AGRP
PRKAG2,AKT1S1
PRKAG2,CD36
PRKAG2,CFTR
PRKAG2,CRTC2
PRKAG2,EEF2K
PRKAG2,ELAVL1
PRKAG2,FOXO1
PRKAG2,FOXO3
PRKAG2,G6PC2
PRKAG2,G6PC3
PRKAG2,GYS1
PRKAG2,GYS2
PRKAG2,HMGCR
PRKAG2,KLF2
PRKAG2,LIPE
PRKAG2,MLYCD
PRKAG2,MTOR
PRKAG2,NPY
PRKAG2,PCK1
PRKAG2,PCK2
PRKAG2,PFKFB2
PRKAG2,PFKFB3
PRKAG2,PFKFB4
PRKAG2,PLIN1
PRKAG2,PPARGC1A
PRKAG2,RPTOR
PRKAG2,SLC2A1
PRKAG2,SLC2A4
PRKAG2,SPHK1
PRKAG2,SPHK2
PRKAG2,SREBF1
PRKAG2,TBC1D1
PRKAG2,TSC1
PRKAG2,TSC2
PRKAG3,ACACA
PRKAG3,ACACB
PRKAG3,AGRP
PRKAG3,AKT1S1
PRKAG3,CD36
PRKAG3,CFTR
PRKAG3,CRTC2
PRKAG3,EEF2K
PRKAG3,ELAVL1
PRKAG3,FOXO1
PRKAG3,FOXO3
PRKAG3,G6PC2
PRKAG3,G6PC3
PRKAG3,GYS1
PRKAG3,GYS2
PRKAG3,HMGCR
PRKAG3,KLF2
PRKAG3,LIPE
PRKAG3,MLYCD
PRKAG3,MTOR
PRKAG3,NPY
PRKAG3,PCK1
PRKAG3,PCK2
PRKAG3,PFKFB2
PRKAG3,PFKFB3
PRKAG3,PFKFB4
PRKAG3,PLIN1
PRKAG3,PPARGC1A
PRKAG3,RPTOR
PRKAG3,SLC2A1
PRKAG3,SLC2A4
PRKAG3,SPHK1
PRKAG3,SPHK2
PRKAG3,SREBF1
PRKAG3,TBC1D1
PRKAG3,TSC1
PRKAG3,TSC2
PRKAR1A,LIPE
PRKAR1B,LIPE
PRKAR2A,LIPE
PRKAR2B,LIPE
PRKCA,CD38
PRKCA,EEF2K
PRKCA,EGLN1
PRKCA,EGLN2
PRKCA,EGLN3
PRKCA,HRAS
PRKCA,JMJD7-PLA2G4B
PRKCA,KRAS
PRKCA,MAP2K4
PRKCA,MAP2K7
PRKCA,MAP3K1
PRKCA,MAP3K2
PRKCA,MAP3K3
PRKCA,MAP3K4
PRKCA,MAPK1
PRKCA,MAPK10
PRKCA,MAPK11
PRKCA,MAPK12
PRKCA,MAPK13
PRKCA,MAPK14
PRKCA,MAPK3
PRKCA,MAPK7
PRKCA,MAPK8
PRKCA,MAPK9
PRKCA,MMP14
PRKCA,MRAS
PRKCA,MTOR
PRKCA,NFKBIA
PRKCA,NOX4
PRKCA,NRAS
PRKCA,PLA2G4A
PRKCA,PLA2G4B
PRKCA,PLA2G4C
PRKCA,PLA2G4D
PRKCA,PLA2G4E
PRKCA,PLA2G4F
PRKCA,PLD1
PRKCA,PLD2
PRKCA,PRKD1
PRKCA,PRKD2
PRKCA,PRKD3
PRKCA,PTK2B
PRKCA,RAF1
PRKCA,RRAS
PRKCA,RRAS2
PRKCA,SLC9A1
PRKCA,SPHK1
PRKCA,SPHK2
PRKCA,SRC
PRKCB,CARD10
PRKCB,CARD11
PRKCB,CARD14
PRKCB,CD38
PRKCB,EEF2K
PRKCB,EGLN1
PRKCB,EGLN2
PRKCB,EGLN3
PRKCB,HRAS
PRKCB,JMJD7-PLA2G4B
PRKCB,KRAS
PRKCB,MAP3K1
PRKCB,MAP3K2
PRKCB,MAP3K3
PRKCB,MAP3K4
PRKCB,MAPK1
PRKCB,MAPK10
PRKCB,MAPK11
PRKCB,MAPK12
PRKCB,MAPK13
PRKCB,MAPK14
PRKCB,MAPK3
PRKCB,MAPK7
PRKCB,MAPK8
PRKCB,MAPK9
PRKCB,MMP14
PRKCB,MRAS
PRKCB,MTOR
PRKCB,NCF1
PRKCB,NOX4
PRKCB,NRAS
PRKCB,PLA2G4A
PRKCB,PLA2G4B
PRKCB,PLA2G4C
PRKCB,PLA2G4D
PRKCB,PLA2G4E
PRKCB,PLA2G4F
PRKCB,PLD1
PRKCB,PLD2
PRKCB,PRKD1
PRKCB,PRKD2
PRKCB,PRKD3
PRKCB,PTK2B
PRKCB,RAF1
PRKCB,RRAS
PRKCB,RRAS2
PRKCB,SLC9A1
PRKCB,SPHK1
PRKCB,SPHK2
PRKCB,SRC
PRKCD,ADCY1
PRKCD,ADCY2
PRKCD,ADCY3
PRKCD,ADCY4
PRKCD,ADCY5
PRKCD,ADCY6
PRKCD,ADCY7
PRKCD,ADCY8
PRKCD,ADCY9
PRKCD,CARD9
PRKCD,JMJD7-PLA2G4B
PRKCD,MAP2K1
PRKCD,MAP2K2
PRKCD,MAP3K1
PRKCD,MAP3K2
PRKCD,MAP3K3
PRKCD,MAP3K4
PRKCD,MAPK1
PRKCD,MAPK10
PRKCD,MAPK11
PRKCD,MAPK12
PRKCD,MAPK13
PRKCD,MAPK14
PRKCD,MAPK3
PRKCD,MAPK7
PRKCD,MAPK8
PRKCD,MAPK9
PRKCD,MMP14
PRKCD,NCF1
PRKCD,NLRC4
PRKCD,NOX4
PRKCD,PLA2G4A
PRKCD,PLA2G4B
PRKCD,PLA2G4C
PRKCD,PLA2G4D
PRKCD,PLA2G4E
PRKCD,PLA2G4F
PRKCD,PLD1
PRKCD,PLD2
PRKCD,PTK2B
PRKCD,RAF1
PRKCD,SRC
PRKCE,HRAS
PRKCE,KCNJ8
PRKCE,KRAS
PRKCE,MAPK1
PRKCE,MAPK10
PRKCE,MAPK11
PRKCE,MAPK12
PRKCE,MAPK13
PRKCE,MAPK14
PRKCE,MAPK3
PRKCE,MAPK8
PRKCE,MAPK9
PRKCE,MRAS
PRKCE,MYLK
PRKCE,MYLK2
PRKCE,MYLK3
PRKCE,MYLK4
PRKCE,NOX4
PRKCE,NRAS
PRKCE,PPIF
PRKCE,RRAS
PRKCE,RRAS2
PRKCE,SLC25A31
PRKCE,SLC25A4
PRKCE,SLC9A1
PRKCE,SPHK1
PRKCE,SPHK2
PRKCE,VDAC1
PRKCE,VDAC2
PRKCE,VDAC3
PRKCG,CD38
PRKCG,EEF2K
PRKCG,EGLN1
PRKCG,EGLN2
PRKCG,EGLN3
PRKCG,HRAS
PRKCG,KRAS
PRKCG,MAPK1
PRKCG,MAPK3
PRKCG,MRAS
PRKCG,MTOR
PRKCG,NRAS
PRKCG,PRKD1
PRKCG,PRKD2
PRKCG,PRKD3
PRKCG,RAF1
PRKCG,RRAS
PRKCG,RRAS2
PRKCG,SLC9A1
PRKCG,SPHK1
PRKCG,SPHK2
PRKCI,PARD3
PRKCI,PARD6B
PRKCI,PARD6G
PRKCI,PRKCZ
PRKCI,SLC2A4
PRKCI,SREBF1
PRKCQ,CARD10
PRKCQ,CARD11
PRKCQ,CARD14
PRKCQ,CHUK
PRKCQ,IKBKB
PRKCQ,MAP3K7
PRKCQ,MAPK10
PRKCQ,MAPK8
PRKCQ,MAPK9
PRKCZ,ADCY5
PRKCZ,AKT1
PRKCZ,AKT2
PRKCZ,AKT3
PRKCZ,MAPK1
PRKCZ,MAPK10
PRKCZ,MAPK11
PRKCZ,MAPK12
PRKCZ,MAPK13
PRKCZ,MAPK14
PRKCZ,MAPK3
PRKCZ,MAPK8
PRKCZ,MAPK9
PRKCZ,NOX4
PRKCZ,PARD3
PRKCZ,PARD6B
PRKCZ,PARD6G
PRKCZ,SLC2A4
PRKCZ,SREBF1
PRKCZ,TIAM1
PRKD1,ITGAL
PRKD1,ITGAM
PRKD1,ITGB1
PRKD1,ITGB2
PRKD1,RAP1A
PRKD1,RAP1B
PRKD2,ITGAL
PRKD2,ITGAM
PRKD2,ITGB1
PRKD2,ITGB2
PRKD2,RAP1A
PRKD2,RAP1B
PRKD3,ITGAL
PRKD3,ITGAM
PRKD3,ITGB1
PRKD3,ITGB2
PRKD3,RAP1A
PRKD3,RAP1B
PRKG1,ATF2
PRKG1,ATF4
PRKG1,ATF6B
PRKG1,ATP1A1
PRKG1,ATP1A2
PRKG1,ATP1A3
PRKG1,ATP1A4
PRKG1,ATP1B1
PRKG1,ATP1B2
PRKG1,ATP1B3
PRKG1,ATP2B1
PRKG1,ATP2B2
PRKG1,ATP2B4
PRKG1,BAD
PRKG1,CACNA1C
PRKG1,CACNA1D
PRKG1,CACNA1S
PRKG1,CREB1
PRKG1,CREB3
PRKG1,CREB3L1
PRKG1,CREB3L2
PRKG1,CREB3L3
PRKG1,CREB3L4
PRKG1,CREB5
PRKG1,FXYD2
PRKG1,GTF2I
PRKG1,GTF2IRD1
PRKG1,KCNMA1
PRKG1,KCNMB1
PRKG1,KCNMB2
PRKG1,KCNMB3
PRKG1,KCNMB4
PRKG1,KCNU1
PRKG1,PLCB1
PRKG1,PLCB2
PRKG1,PLCB3
PRKG1,PLCB4
PRKG1,PLN
PRKG1,PPP1CA
PRKG1,PPP1CB
PRKG1,PPP1CC
PRKG1,PPP1R12A
PRKG1,PRKCE
PRKG1,RAF1
PRKG1,RGS2
PRKG1,SLC8A1
PRKG1,SLC8A2
PRKG1,SLC8A3
PRKG1,TRPC6
PRKG1,VASP
PRKG2,ATF2
PRKG2,ATF4
PRKG2,ATF6B
PRKG2,ATP1A1
PRKG2,ATP1A2
PRKG2,ATP1A3
PRKG2,ATP1A4
PRKG2,ATP1B1
PRKG2,ATP1B2
PRKG2,ATP1B3
PRKG2,ATP2B1
PRKG2,ATP2B2
PRKG2,ATP2B4
PRKG2,BAD
PRKG2,CACNA1C
PRKG2,CACNA1D
PRKG2,CACNA1S
PRKG2,CREB1
PRKG2,CREB3
PRKG2,CREB3L1
PRKG2,CREB3L2
PRKG2,CREB3L3
PRKG2,CREB3L4
PRKG2,CREB5
PRKG2,FXYD2
PRKG2,GTF2I
PRKG2,GTF2IRD1
PRKG2,KCNMA1
PRKG2,KCNMB1
PRKG2,KCNMB2
PRKG2,KCNMB3
PRKG2,KCNMB4
PRKG2,KCNU1
PRKG2,PLCB1
PRKG2,PLCB2
PRKG2,PLCB3
PRKG2,PLCB4
PRKG2,PLN
PRKG2,PPP1CA
PRKG2,PPP1CB
PRKG2,PPP1CC
PRKG2,PPP1R12A
PRKG2,PRKCE
PRKG2,RAF1
PRKG2,RGS2
PRKG2,SLC8A1
PRKG2,SLC8A2
PRKG2,SLC8A3
PRKG2,TRPC6
PRKG2,VASP
PRL,CNTFR
PRL,CSF2RB
PRL,CSF3R
PRL,EGFR
PRL,EPOR
PRL,GHR
PRL,IFNAR1
PRL,IFNAR2
PRL,IFNGR1
PRL,IFNGR2
PRL,IFNLR1
PRL,IL10RA
PRL,IL10RB
PRL,IL11RA
PRL,IL12RB1
PRL,IL12RB2
PRL,IL15RA
PRL,IL20RA
PRL,IL20RB
PRL,IL21R
PRL,IL22RA1
PRL,IL22RA2
PRL,IL23R
PRL,IL27RA
PRL,IL2RA
PRL,IL2RB
PRL,IL4R
PRL,IL5RA
PRL,IL6R
PRL,IL6ST
PRL,IL7R
PRL,JAK1
PRL,JAK2
PRL,JAK3
PRL,LEPR
PRL,LIFR
PRL,MPL
PRL,OSMR
PRL,PDGFRA
PRL,PDGFRB
PRL,PRLR
PRLR,JAK1
PRLR,JAK2
PRLR,JAK3
PRLR,OSMR
PRLR,TYK2
PRMT1,FOXO1
PRMT1,FOXO3
PSEN1,APH1B
PSEN1,CTNNB1
PSEN1,NOTCH1
PSEN1,NOTCH2
PSEN1,NOTCH3
PSEN1,NOTCH4
PSEN1,PSEN2
PSEN2,APH1B
PSEN2,NOTCH1
PSEN2,NOTCH2
PSEN2,NOTCH3
PSEN2,NOTCH4
PSENEN,APH1B
PSENEN,NOTCH1
PSENEN,NOTCH2
PSENEN,NOTCH3
PSENEN,NOTCH4
PSENEN,PSEN1
PSENEN,PSEN2
PTAFR,GNA11
PTAFR,GNA14
PTAFR,GNA15
PTAFR,GNAQ
PTCH1,BOC
PTCH1,CDON
PTCH1,GAS1
PTCH1,LRP2
PTCH1,SMO
PTCH2,BOC
PTCH2,CDON
PTCH2,GAS1
PTCH2,LRP2
PTCH2,SMO
PTGER1,GNA11
PTGER1,GNA14
PTGER1,GNA15
PTGER1,GNAQ
PTGER2,GNAS
PTGER3,GNA11
PTGER3,GNA14
PTGER3,GNA15
PTGER3,GNAI1
PTGER3,GNAI2
PTGER3,GNAI3
PTGER3,GNAQ
PTGFR,GNA11
PTGFR,GNA12
PTGFR,GNA13
PTGFR,GNA14
PTGFR,GNA15
PTGFR,GNAQ
PTGFR,GNAS
PTGFR,PLCB1
PTGFR,PLCB2
PTGFR,PLCB3
PTGFR,PLCB4
PTK2,BCAR1
PTK2,ITGA10
PTK2,ITGA8
PTK2,PIK3CA
PTK2,PIK3CB
PTK2,PIK3CD
PTK2,PIK3R1
PTK2,PIK3R2
PTK2,PIK3R3
PTK2,PXN
PTK2B,BCAR1
PTK2B,CRK
PTK2B,CRKL
PTK2B,PTK2
PTK2B,PXN
PTK2B,RHOA
PTPN1,INSR
PTPN1,IRS1
PTPN1,IRS2
PTPN11,PIK3CA
PTPN11,PIK3CB
PTPN11,PIK3CD
PTPN11,PIK3R1
PTPN11,PIK3R2
PTPN11,PIK3R3
PTPN11,SOS1
PTPN11,SOS2
PTPN2,JAK1
PTPN2,JAK2
PTPN2,JAK3
PTPN2,STAT1
PTPN2,STAT2
PTPN2,STAT3
PTPN2,STAT4
PTPN2,STAT5A
PTPN2,STAT5B
PTPN2,STAT6
PTPN2,TYK2
PTPN5,MAPK1
PTPN5,MAPK10
PTPN5,MAPK11
PTPN5,MAPK12
PTPN5,MAPK13
PTPN5,MAPK14
PTPN5,MAPK3
PTPN5,MAPK8
PTPN5,MAPK9
PTPN6,CD22
PTPN6,CD247
PTPN6,CD72
PTPN6,CTLA4
PTPN6,JAK1
PTPN6,JAK2
PTPN6,JAK3
PTPN6,LILRA1
PTPN6,LILRA2
PTPN6,LILRA3
PTPN6,LILRA4
PTPN6,LILRA5
PTPN6,LILRA6
PTPN6,LILRB1
PTPN6,LILRB2
PTPN6,LILRB3
PTPN6,LILRB4
PTPN6,LILRB5
PTPN6,PDCD1
PTPN6,SYK
PTPN6,TYK2
PTPN6,ZAP70
PTPN7,MAPK1
PTPN7,MAPK10
PTPN7,MAPK11
PTPN7,MAPK12
PTPN7,MAPK13
PTPN7,MAPK14
PTPN7,MAPK3
PTPN7,MAPK8
PTPN7,MAPK9
PTPRC,FYN
PTPRC,LCK
PTPRF,INSR
PTPRF,IRS1
PTPRF,IRS2
PTPRF,SHC1
PTPRF,SHC2
PTPRF,SHC3
PTPRF,SHC4
PTPRR,MAPK1
PTPRR,MAPK10
PTPRR,MAPK11
PTPRR,MAPK12
PTPRR,MAPK13
PTPRR,MAPK14
PTPRR,MAPK3
PTPRR,MAPK8
PTPRR,MAPK9
PXN,BCAR1
PYCARD,CASP1
PYDC1,PYCARD
PYDC2,PYCARD
RAB10,SLC2A4
RAB11B,SLC2A4
RAB14,SLC2A4
RAB2A,SLC2A4
RAB8A,SLC2A4
RAC1,MAP2K3
RAC1,MAP2K4
RAC1,MAP2K6
RAC1,MAP2K7
RAC1,MAP3K1
RAC1,MAP3K5
RAC1,MAPK10
RAC1,MAPK11
RAC1,MAPK12
RAC1,MAPK13
RAC1,MAPK14
RAC1,MAPK8
RAC1,MAPK9
RAC1,PAK1
RAC1,PAK2
RAC1,PAK4
RAC1,PAK5
RAC1,PAK6
RAC1,PARD3
RAC1,PARD6A
RAC1,PARD6B
RAC1,PARD6G
RAC1,PIK3CA
RAC1,PIK3CB
RAC1,PIK3CD
RAC1,PIK3R1
RAC1,PIK3R2
RAC1,PIK3R3
RAC1,PRKCI
RAC1,PRKCZ
RAC1,RHOA
RAC2,MAP2K3
RAC2,MAP2K4
RAC2,MAP2K6
RAC2,MAP2K7
RAC2,MAP3K1
RAC2,MAPK10
RAC2,MAPK8
RAC2,MAPK9
RAC2,PAK1
RAC2,PAK2
RAC2,PAK4
RAC2,PAK5
RAC2,PAK6
RAC2,PARD3
RAC2,PARD6A
RAC2,PARD6B
RAC2,PARD6G
RAC2,PRKCI
RAC2,PRKCZ
RAC2,RHOA
RAC3,MAP2K3
RAC3,MAP2K4
RAC3,MAP2K6
RAC3,MAP2K7
RAC3,MAP3K1
RAC3,MAPK10
RAC3,MAPK8
RAC3,MAPK9
RAC3,PAK1
RAC3,PAK2
RAC3,PAK4
RAC3,PAK5
RAC3,PAK6
RAC3,PARD3
RAC3,PARD6A
RAC3,PARD6B
RAC3,PARD6G
RAC3,PRKCI
RAC3,PRKCZ
RAC3,RHOA
RAF1,KSR1
RAF1,MAP2K1
RAF1,MAP2K2
RAF1,PIK3CA
RAF1,PIK3CB
RAF1,PIK3CD
RAF1,PIK3R1
RAF1,PIK3R2
RAF1,PIK3R3
RAF1,PLK3
RAF1,RELA
RALA,EXOC2
RALA,MAPK10
RALA,MAPK8
RALA,MAPK9
RALA,PLD1
RALA,PLD2
RALA,RALBP1
RALB,EXOC2
RALB,MAPK10
RALB,MAPK8
RALB,MAPK9
RALB,PLD1
RALB,PLD2
RALB,RALBP1
RALBP1,ARF6
RALBP1,CDC42
RALBP1,RAC1
RALBP1,RAC2
RALBP1,RAC3
RALGDS,RAC1
RALGDS,RAC2
RALGDS,RAC3
RALGDS,RALA
RALGDS,RALB
RAP1A,AFDN
RAP1A,APBB1IP
RAP1A,ARAP3
RAP1A,BRAF
RAP1A,CDC42
RAP1A,FARP2
RAP1A,ID1
RAP1A,KRIT1
RAP1A,MAP2K3
RAP1A,MAP2K6
RAP1A,PIK3CA
RAP1A,PIK3CB
RAP1A,PIK3CD
RAP1A,PIK3R1
RAP1A,PIK3R2
RAP1A,PIK3R3
RAP1A,PLCE1
RAP1A,PRKD1
RAP1A,PRKD2
RAP1A,PRKD3
RAP1A,RAF1
RAP1A,RALGDS
RAP1A,RASSF5
RAP1A,RGS14
RAP1A,SRC
RAP1A,TIAM1
RAP1A,VAV1
RAP1A,VAV2
RAP1A,VAV3
RAP1B,AFDN
RAP1B,APBB1IP
RAP1B,ARAP3
RAP1B,BRAF
RAP1B,CDC42
RAP1B,FARP2
RAP1B,ID1
RAP1B,KRIT1
RAP1B,MAP2K3
RAP1B,MAP2K6
RAP1B,PIK3CA
RAP1B,PIK3CB
RAP1B,PIK3CD
RAP1B,PIK3R1
RAP1B,PIK3R2
RAP1B,PIK3R3
RAP1B,PLCE1
RAP1B,PRKD1
RAP1B,PRKD2
RAP1B,PRKD3
RAP1B,RAF1
RAP1B,RALGDS
RAP1B,RASSF5
RAP1B,RGS14
RAP1B,SRC
RAP1B,TIAM1
RAP1B,VAV1
RAP1B,VAV2
RAP1B,VAV3
RAP1GAP,RAP1A
RAP1GAP,RAP1B
RAPGEF1,CBL
RAPGEF1,CBLB
RAPGEF1,RAP1A
RAPGEF1,RAP1B
RAPGEF1,RHOQ
RAPGEF2,HRAS
RAPGEF2,KRAS
RAPGEF2,MRAS
RAPGEF2,NRAS
RAPGEF2,RAP1A
RAPGEF2,RAP1B
RAPGEF2,RRAS
RAPGEF2,RRAS2
RAPGEF3,MAPK10
RAPGEF3,MAPK8
RAPGEF3,MAPK9
RAPGEF3,RAP1A
RAPGEF3,RAP1B
RAPGEF3,RRAS
RAPGEF3,RRAS2
RAPGEF4,MAPK10
RAPGEF4,MAPK8
RAPGEF4,MAPK9
RAPGEF4,RAP1A
RAPGEF4,RAP1B
RAPGEF4,RRAS
RAPGEF4,RRAS2
RAPGEF5,RAP1A
RAPGEF5,RAP1B
RAPGEF6,RAP1A
RAPGEF6,RAP1B
RASA1,HRAS
RASA1,KRAS
RASA1,MRAS
RASA1,NRAS
RASA1,RRAS
RASA1,RRAS2
RASA2,HRAS
RASA2,KRAS
RASA2,MRAS
RASA2,NRAS
RASA2,RRAS
RASA2,RRAS2
RASA3,HRAS
RASA3,KRAS
RASA3,MRAS
RASA3,NRAS
RASA3,RRAS
RASA3,RRAS2
RASA4,HRAS
RASA4,KRAS
RASA4,MRAS
RASA4,NRAS
RASA4,RRAS
RASA4,RRAS2
RASAL1,HRAS
RASAL1,KRAS
RASAL1,MRAS
RASAL1,NRAS
RASAL1,RRAS
RASAL1,RRAS2
RASAL2,HRAS
RASAL2,KRAS
RASAL2,MRAS
RASAL2,NRAS
RASAL2,RRAS
RASAL2,RRAS2
RASAL3,HRAS
RASAL3,KRAS
RASAL3,MRAS
RASAL3,NRAS
RASAL3,RRAS
RASAL3,RRAS2
RASGRF1,HRAS
RASGRF1,KRAS
RASGRF1,MRAS
RASGRF1,NRAS
RASGRF1,RRAS
RASGRF1,RRAS2
RASGRF2,HRAS
RASGRF2,KRAS
RASGRF2,MRAS
RASGRF2,NRAS
RASGRF2,RRAS
RASGRF2,RRAS2
RASGRP1,HRAS
RASGRP1,KRAS
RASGRP1,MRAS
RASGRP1,NRAS
RASGRP1,RRAS
RASGRP1,RRAS2
RASGRP2,HRAS
RASGRP2,KRAS
RASGRP2,MRAS
RASGRP2,NRAS
RASGRP2,RAP1A
RASGRP2,RAP1B
RASGRP2,RRAS
RASGRP2,RRAS2
RASGRP3,HRAS
RASGRP3,KRAS
RASGRP3,MRAS
RASGRP3,NRAS
RASGRP3,RAP1A
RASGRP3,RAP1B
RASGRP3,RRAS
RASGRP3,RRAS2
RASGRP4,HRAS
RASGRP4,KRAS
RASGRP4,MRAS
RASGRP4,NRAS
RASGRP4,RRAS
RASGRP4,RRAS2
RASSF1,RASSF5
RASSF1,STK3
RASSF1,STK4
RASSF1,TIAM1
RASSF2,STK3
RASSF4,STK3
RASSF5,ITGAL
RASSF5,ITGAM
RASSF5,ITGB1
RASSF5,ITGB2
RASSF5,STK4
RASSF6,STK3
RBCK1,RIPK2
RBL1,MYC
RBL1,TFDP1
RBPJ,HES1
RBPJ,HES5
RBPJ,HEY1
RBPJ,HEY2
RBPJ,HEYL
RBPJ,PTCRA
RBPJ,SNW1
RBPJL,HES1
RBPJL,HES5
RBPJL,HEY1
RBPJL,HEY2
RBPJL,HEYL
RBPJL,PTCRA
RBPJL,SNW1
RBX1,HIF1A
RBX1,SMAD2
RBX1,SMAD3
RELA,AGER
RELA,AMH
RELA,BCL2
RELA,BCL2A1
RELA,BCL2L1
RELA,BIRC2
RELA,BIRC3
RELA,CAMP
RELA,CCL11
RELA,CCL17
RELA,CCL2
RELA,CCL20
RELA,CCL3
RELA,CCL3L1
RELA,CCL3L3
RELA,CCL4
RELA,CCL4L1
RELA,CCL4L2
RELA,CCL5
RELA,CCL7
RELA,CCND1
RELA,CDK4
RELA,CFLAR
RELA,CSF2
RELA,CSF3
RELA,CXCL1
RELA,CXCL10
RELA,CXCL2
RELA,CXCL3
RELA,CXCL5
RELA,CXCL6
RELA,CXCL8
RELA,DEFB4A
RELA,DEFB4B
RELA,EDN1
RELA,F3
RELA,GADD45A
RELA,GADD45B
RELA,GADD45G
RELA,HIF1A
RELA,ICAM1
RELA,IFNA1
RELA,IFNA10
RELA,IFNA13
RELA,IFNA14
RELA,IFNA16
RELA,IFNA17
RELA,IFNA2
RELA,IFNA21
RELA,IFNA4
RELA,IFNA5
RELA,IFNA6
RELA,IFNA7
RELA,IFNA8
RELA,IFNB1
RELA,IFNE
RELA,IFNG
RELA,IFNK
RELA,IFNW1
RELA,IL10
RELA,IL12A
RELA,IL12B
RELA,IL13
RELA,IL18
RELA,IL1A
RELA,IL1B
RELA,IL2
RELA,IL23A
RELA,IL4
RELA,IL5
RELA,IL6
RELA,LCN2
RELA,MMP1
RELA,MMP13
RELA,MMP2
RELA,MMP3
RELA,MMP9
RELA,MUC5B
RELA,MYB
RELA,NFKB1
RELA,NFKB2
RELA,NFKBIA
RELA,NFKBIB
RELA,NFKBIE
RELA,NLRP3
RELA,NOS2
RELA,PLAU
RELA,PTGS2
RELA,RELB
RELA,S100A7
RELA,S100A7A
RELA,S100A8
RELA,S100A9
RELA,SELE
RELA,SERPINE1
RELA,SOCS3
RELA,THBD
RELA,TNF
RELA,TNFAIP3
RELA,TRAF1
RELA,TRAF2
RELA,VCAM1
RELA,VEGFA
RELA,VEGFB
RELA,VEGFC
RELB,CCL13
RELB,CCL19
RELB,CCL21
RELB,CXCL12
RELB,ICAM1
RELB,IL12A
RELB,IL12B
RELB,IL1B
RELB,NFKB2
RELB,TNFSF13B
RELN,ITGA1
RELN,ITGA10
RELN,ITGA11
RELN,ITGA2
RELN,ITGA2B
RELN,ITGA3
RELN,ITGA4
RELN,ITGA5
RELN,ITGA6
RELN,ITGA7
RELN,ITGA8
RELN,ITGA9
RELN,ITGAV
RELN,ITGB1
RELN,ITGB3
RELN,ITGB4
RELN,ITGB5
RELN,ITGB6
RELN,ITGB7
RELN,ITGB8
RELN,PTK2
RET,PLCG1
RET,PLCG2
RFNG,NOTCH1
RFNG,NOTCH2
RFNG,NOTCH3
RFNG,NOTCH4
RGL1,RALA
RGL1,RALB
RGL2,RALA
RGL2,RALB
RGMA,ACVR1
RGMA,BMPR1A
RGMA,BMPR1B
RGMB,ACVR1
RGMB,BMPR1A
RGMB,BMPR1B
RGS14,ITGAL
RGS14,ITGAM
RGS14,ITGB1
RGS14,ITGB2
RGS2,GNA11
RGS2,GNAQ
RHEB,AKT1S1
RHEB,MLST8
RHEB,MTOR
RHEB,RPTOR
RHOA,ACTB
